student_id,course_category,login_frequency_per_week,avg_session_minutes,course_progress_percent,assignments_completed,quiz_average_score,forum_interactions,video_watch_percent,device_type,dropout_risk
457,AI & ML,11,119,23,3,41.71,19,56,Tablet,Low
458,Business,5,41,64,9,94.56,5,30,Tablet,Medium
459,Programming,2,177,17,2,40.49,42,63,Tablet,Low
460,Business,11,150,43,5,84.16,48,72,Tablet,Low
461,Data Science,6,44,75,7,49.13,28,96,Desktop,Low
462,Programming,13,142,56,8,94.73,41,80,Desktop,High
463,AI & ML,12,38,27,5,93.57,16,86,Desktop,High
464,Programming,6,79,70,4,79.23,30,32,Tablet,Low
465,Programming,5,162,22,11,80.33,33,30,Desktop,High
466,Programming,6,104,84,10,40.32,37,30,Tablet,Medium
467,Programming,11,31,33,1,99.09,36,26,Desktop,High
468,Business,7,78,10,1,92.67,3,36,Tablet,High
469,Data Science,12,98,85,8,93.71,1,67,Desktop,Low
470,Design,5,81,34,1,79.55,11,33,Desktop,Medium
471,Programming,1,138,92,1,60.69,34,82,Desktop,Medium
472,AI & ML,8,96,41,2,93.62,5,83,Tablet,Low
473,Programming,4,105,27,2,57.49,45,94,Tablet,Low
474,AI & ML,9,84,81,3,73.76,7,96,Desktop,High
475,Business,14,176,77,6,45.98,20,84,Tablet,High
476,AI & ML,10,63,81,8,95.32,45,53,Mobile,Medium
477,Design,12,97,91,1,48.45,34,28,Desktop,High
478,Data Science,6,166,23,3,53.49,47,96,Desktop,High
479,AI & ML,1,63,7,8,73.49,14,56,Mobile,Low
480,AI & ML,3,25,52,1,85.85,6,49,Tablet,Low
481,Data Science,3,108,71,9,77.16,14,60,Tablet,Low
482,Design,10,29,3,10,53.93,44,64,Tablet,Low
483,Programming,12,55,90,0,40.06,5,66,Desktop,Low
484,AI & ML,12,136,99,9,85.43,46,26,Desktop,Medium
485,Data Science,4,67,4,7,99.11,16,33,Desktop,High
486,Business,6,120,96,8,88.59,3,67,Desktop,High
487,Data Science,7,138,48,6,67.61,21,25,Desktop,Medium
488,Business,10,90,97,7,94.23,31,53,Tablet,High
489,Design,4,166,29,3,64.59,21,99,Mobile,Medium
490,Programming,6,93,71,3,71.5,26,65,Tablet,High
491,Data Science,11,79,62,1,68.63,45,78,Tablet,Low
492,AI & ML,1,17,46,7,66.86,14,89,Desktop,Low
493,Design,14,38,25,10,86.51,43,27,Mobile,High
494,Data Science,8,121,56,1,71.61,21,43,Mobile,Low
495,AI & ML,7,170,36,8,59.0,27,86,Tablet,Medium
496,Data Science,11,140,97,3,55.49,41,23,Mobile,Low
497,Business,11,172,6,0,42.26,37,20,Tablet,Medium
498,Data Science,9,117,39,3,74.99,8,53,Tablet,High
499,Data Science,3,118,91,2,53.8,33,28,Tablet,Low
500,Data Science,2,29,38,11,48.89,35,82,Tablet,High
501,Design,1,82,61,5,79.23,8,95,Desktop,Low
502,Data Science,3,176,91,6,80.87,14,29,Mobile,Low
503,AI & ML,5,13,77,7,85.13,44,29,Desktop,Low
504,Business,14,28,52,1,70.21,19,69,Desktop,Medium
505,Business,11,111,3,5,93.64,7,63,Desktop,Low
506,Data Science,2,150,81,5,96.18,27,67,Tablet,Medium
507,Design,12,150,24,9,88.44,18,25,Tablet,Low
508,Design,3,95,6,11,78.14,15,43,Desktop,Low
509,AI & ML,4,61,27,4,58.22,10,77,Desktop,Medium
510,Data Science,7,120,68,9,98.98,41,83,Mobile,Low
511,Business,13,118,66,9,56.45,7,75,Desktop,Low
512,Design,3,95,94,6,52.16,32,31,Tablet,Low
513,Data Science,9,52,19,2,66.53,9,54,Desktop,Medium
514,Design,8,51,82,3,43.41,17,90,Mobile,Medium
515,Design,4,99,10,9,98.71,34,25,Mobile,Low
516,Business,13,124,66,8,75.31,42,84,Desktop,Low
517,Programming,1,35,86,3,73.42,49,99,Mobile,Low
518,AI & ML,1,160,6,2,79.35,2,79,Mobile,Low
519,AI & ML,1,52,22,1,69.82,39,87,Tablet,High
520,Business,1,86,60,4,41.92,26,48,Mobile,Medium
521,Design,8,165,70,3,76.74,27,57,Mobile,Medium
522,Data Science,3,146,33,7,82.97,45,41,Desktop,Low
523,Design,6,29,18,6,65.0,5,27,Tablet,Medium
524,Business,3,48,57,5,85.44,46,82,Mobile,High
525,AI & ML,11,21,8,10,53.62,13,32,Desktop,Medium
526,Design,5,20,47,11,53.28,6,46,Desktop,Medium
527,AI & ML,13,163,81,1,49.69,9,37,Desktop,Medium
528,Data Science,14,51,40,2,62.32,14,37,Desktop,Medium
529,AI & ML,13,164,47,9,90.82,30,96,Desktop,Low
530,AI & ML,7,20,44,8,89.67,28,81,Desktop,Medium
531,Programming,2,47,24,8,62.97,41,33,Mobile,Low
532,Programming,6,107,77,4,75.35,16,30,Tablet,Medium
533,Programming,13,28,24,2,83.25,28,36,Tablet,High
534,AI & ML,6,143,18,1,54.47,48,70,Desktop,High
535,Business,11,125,38,7,50.09,43,33,Desktop,Low
536,AI & ML,3,122,78,5,98.33,14,76,Tablet,Low
537,Business,6,179,79,9,77.05,25,25,Mobile,Low
538,Business,10,74,26,10,98.88,11,76,Desktop,Medium
539,Programming,10,108,73,11,60.27,24,23,Tablet,High
540,Design,14,81,62,6,82.18,40,30,Tablet,Medium
541,Data Science,5,61,67,0,53.36,4,93,Desktop,Low
542,Programming,12,127,18,0,55.67,3,30,Tablet,High
543,Programming,2,129,27,9,70.71,43,98,Mobile,High
544,Design,9,16,84,1,59.18,47,27,Tablet,Low
545,Data Science,8,20,77,9,50.06,40,78,Desktop,Medium
546,AI & ML,3,112,32,2,55.77,30,40,Desktop,Medium
547,AI & ML,8,70,9,11,42.14,2,84,Tablet,Medium
548,Programming,14,77,82,0,82.27,2,43,Tablet,High
549,Data Science,9,162,29,4,69.53,25,49,Desktop,Low
550,Programming,14,149,21,2,45.65,49,76,Mobile,Medium
551,Business,3,163,2,0,50.3,16,99,Tablet,Medium
552,Programming,3,111,100,7,46.15,9,92,Mobile,High
553,Programming,2,119,81,11,76.76,1,36,Mobile,High
554,AI & ML,8,149,74,10,45.65,23,78,Desktop,High
555,AI & ML,10,60,47,5,85.26,10,50,Desktop,Medium
556,AI & ML,1,126,1,8,41.23,23,83,Desktop,High
557,Business,8,174,75,2,54.96,34,67,Mobile,Low
558,AI & ML,7,55,53,8,93.44,22,42,Desktop,Low
559,Data Science,14,62,5,8,83.11,31,89,Desktop,Low
560,Design,7,97,39,11,44.38,22,49,Mobile,High
561,Data Science,3,130,92,11,89.27,33,74,Mobile,High
562,Data Science,1,22,93,0,69.58,40,26,Mobile,Low
563,AI & ML,4,98,1,2,90.81,18,94,Mobile,Low
564,Design,9,134,72,5,76.04,1,31,Tablet,High
565,Design,5,127,1,7,80.91,1,79,Desktop,Medium
566,Design,1,63,92,3,99.61,14,71,Tablet,High
567,Business,5,125,96,4,53.94,20,46,Mobile,Low
568,AI & ML,13,127,73,8,77.44,34,31,Mobile,Low
569,Design,8,13,97,5,67.62,4,32,Mobile,Low
570,Business,8,84,54,11,42.37,42,91,Mobile,Low
571,Programming,5,58,71,6,40.87,26,99,Mobile,Low
572,Programming,12,16,100,6,47.15,23,81,Desktop,Low
573,Business,9,119,59,3,78.95,6,48,Tablet,Low
574,Business,1,131,96,3,74.03,5,54,Tablet,Low
575,AI & ML,4,20,5,3,73.21,45,79,Desktop,High
576,AI & ML,3,101,18,10,41.91,32,48,Desktop,Low
577,Programming,2,32,95,4,68.16,48,50,Desktop,Low
578,Design,8,37,26,4,95.48,16,96,Tablet,High
579,Programming,7,120,0,7,63.86,45,95,Tablet,Medium
580,Design,9,66,32,8,77.5,41,80,Mobile,Medium
581,Design,2,35,39,1,86.79,29,21,Tablet,Medium
582,AI & ML,14,162,31,10,87.04,7,52,Tablet,High
583,Data Science,14,63,68,6,71.16,39,91,Desktop,High
584,Data Science,4,38,16,0,91.48,45,81,Tablet,Medium
585,Business,14,106,7,0,63.48,6,78,Mobile,High
586,AI & ML,6,173,56,3,93.32,5,59,Tablet,Medium
587,Design,11,23,41,9,54.41,3,68,Desktop,Low
588,Data Science,3,87,97,6,56.81,0,51,Desktop,High
589,Design,8,44,8,1,43.19,14,57,Mobile,Medium
590,Data Science,3,39,86,10,87.73,30,98,Mobile,High
591,Data Science,14,101,34,1,65.02,24,32,Tablet,Low
592,Data Science,12,26,70,0,53.75,46,73,Mobile,Low
593,AI & ML,13,167,78,9,53.91,32,95,Mobile,High
594,Programming,13,102,52,1,94.08,34,32,Desktop,Low
595,Design,2,88,53,6,90.03,4,58,Desktop,High
596,AI & ML,13,119,83,8,73.21,4,42,Tablet,High
597,AI & ML,13,111,24,5,76.97,35,33,Tablet,High
598,AI & ML,3,115,66,9,68.46,16,36,Tablet,Medium
599,AI & ML,11,56,61,1,63.5,13,43,Tablet,Medium
600,AI & ML,6,73,54,11,94.93,28,77,Desktop,High
601,Business,2,175,45,9,47.54,7,82,Tablet,Medium
602,Design,8,73,23,9,65.11,33,53,Tablet,Medium
603,AI & ML,1,96,97,8,60.67,39,70,Mobile,High
604,Design,7,16,45,6,69.89,0,29,Tablet,Medium
605,Business,2,31,21,10,67.46,28,91,Mobile,High
606,Business,10,90,10,0,71.13,35,40,Desktop,Low
607,Design,12,178,47,11,48.4,36,56,Tablet,Low
608,Data Science,6,83,7,8,70.79,28,26,Mobile,Low
609,Programming,12,147,38,1,54.55,4,32,Tablet,Low
610,Data Science,2,144,34,3,51.06,31,99,Mobile,Medium
611,Data Science,2,134,48,8,43.89,23,49,Tablet,Low
612,Data Science,10,59,45,3,85.76,18,50,Desktop,High
613,AI & ML,13,61,37,2,65.65,11,24,Desktop,Low
614,Business,8,170,7,0,77.6,0,51,Mobile,Low
615,Data Science,12,10,53,6,83.66,6,35,Mobile,Low
616,Business,2,171,36,5,80.76,16,92,Desktop,Medium
617,Design,7,13,90,9,68.23,33,41,Tablet,Low
618,Programming,3,154,91,3,63.27,42,83,Mobile,Low
619,Design,8,141,39,5,62.56,6,63,Desktop,Medium
620,Design,7,13,33,5,78.4,16,59,Mobile,Low
621,AI & ML,14,10,95,3,69.69,2,56,Desktop,Low
622,Programming,8,80,78,5,90.95,28,97,Desktop,Medium
623,Design,14,44,16,9,92.48,21,35,Mobile,Low
624,Design,7,17,32,10,50.23,37,62,Mobile,Low
625,Programming,11,161,46,7,48.17,42,82,Desktop,Low
626,Programming,6,45,51,2,77.82,28,34,Tablet,Low
627,Design,13,132,79,3,58.07,49,63,Desktop,Medium
628,Programming,7,52,92,9,41.11,49,28,Tablet,Low
629,Design,5,36,8,11,93.32,41,84,Tablet,High
630,Design,7,41,32,0,53.61,4,63,Tablet,High
631,AI & ML,1,87,59,3,95.76,29,39,Mobile,Low
632,Data Science,1,130,92,10,83.05,22,89,Desktop,High
633,Design,9,155,76,9,85.76,20,93,Desktop,Low
634,Business,14,165,20,9,52.09,25,52,Tablet,Low
635,Data Science,5,166,57,11,54.05,46,99,Tablet,Low
636,Data Science,13,25,84,8,71.28,20,25,Tablet,Low
637,Data Science,5,108,68,7,50.33,19,50,Desktop,Medium
638,AI & ML,3,56,9,10,58.33,22,85,Tablet,Low
639,Design,5,40,5,3,59.29,3,37,Desktop,High
640,AI & ML,3,13,12,11,49.58,20,47,Desktop,Medium
641,Design,9,174,64,6,52.31,20,87,Mobile,Low
642,AI & ML,9,26,19,9,87.31,0,84,Tablet,Medium
643,AI & ML,6,48,56,2,50.03,14,99,Tablet,High
644,Business,1,57,45,8,41.71,16,64,Tablet,Low
645,AI & ML,7,48,7,9,77.76,13,77,Mobile,Low
646,Programming,7,141,9,3,98.56,18,66,Tablet,Low
647,Business,14,39,72,1,59.87,49,85,Desktop,Low
648,AI & ML,10,167,66,9,47.12,33,71,Tablet,Medium
649,Data Science,10,31,10,4,74.22,5,55,Desktop,Low
650,Programming,4,75,11,1,94.38,44,20,Desktop,Medium
651,Programming,8,117,9,9,87.04,48,58,Desktop,Medium
652,Programming,6,21,24,5,77.35,5,94,Desktop,Medium
653,Business,4,45,48,10,58.9,4,20,Tablet,Low
654,AI & ML,4,27,48,9,72.51,6,94,Mobile,Low
655,AI & ML,2,99,88,0,45.47,32,93,Mobile,Low
656,Data Science,14,10,10,5,80.74,12,33,Desktop,Low
657,Data Science,2,136,61,3,83.51,0,97,Tablet,High
658,Programming,12,99,35,2,97.9,12,90,Mobile,Low
659,Data Science,14,96,38,1,55.62,42,42,Tablet,Low
660,Business,4,99,52,6,41.11,26,62,Mobile,Low
661,AI & ML,5,143,89,8,72.74,6,41,Desktop,High
662,Programming,8,79,77,11,82.41,2,79,Desktop,Medium
663,Data Science,6,53,55,2,87.42,24,46,Desktop,Medium
664,Business,14,161,0,5,51.62,32,75,Mobile,Low
665,Business,4,95,55,8,55.71,39,21,Tablet,Low
666,Data Science,13,28,3,1,70.76,16,58,Desktop,Medium
667,AI & ML,11,110,29,6,59.84,44,70,Tablet,High
668,Data Science,7,155,11,4,91.63,13,38,Tablet,Medium
669,Programming,8,104,34,4,68.43,36,81,Desktop,Medium
670,Data Science,2,110,76,10,87.97,22,90,Mobile,Low
671,Business,12,39,51,6,74.84,23,95,Desktop,Low
672,Data Science,7,179,30,8,86.39,28,86,Desktop,High
673,AI & ML,14,42,86,3,59.96,37,82,Mobile,Low
674,Design,2,21,67,8,89.88,26,24,Tablet,High
675,Data Science,2,127,51,10,56.47,37,91,Mobile,Low
676,AI & ML,8,103,79,9,72.77,39,97,Mobile,Low
677,AI & ML,2,164,6,8,52.84,44,80,Desktop,Medium
678,Business,11,176,21,3,68.53,49,90,Mobile,Low
679,AI & ML,9,146,92,2,59.09,22,26,Mobile,Low
680,AI & ML,12,158,74,1,56.0,30,69,Mobile,Low
681,AI & ML,1,85,55,8,98.02,35,65,Tablet,Medium
682,AI & ML,9,38,96,11,49.6,16,91,Tablet,Low
683,Programming,1,170,57,1,87.24,36,95,Desktop,Low
684,Programming,10,126,92,5,99.05,2,93,Desktop,Medium
685,Business,13,24,63,4,41.19,35,33,Tablet,Low
686,Data Science,10,11,11,4,81.94,4,92,Mobile,High
687,AI & ML,2,126,6,3,55.17,45,88,Desktop,Low
688,Data Science,6,27,54,5,42.43,14,84,Desktop,Medium
689,Data Science,6,12,61,4,64.17,48,84,Mobile,Low
690,Business,1,144,89,10,96.11,5,76,Mobile,Medium
691,AI & ML,7,175,72,3,40.71,9,81,Mobile,Medium
692,AI & ML,8,174,97,8,75.27,31,39,Mobile,High
693,Design,2,170,76,5,70.08,22,94,Mobile,Low
694,Data Science,8,117,54,10,92.4,47,45,Tablet,Low
695,Data Science,9,104,35,9,45.04,16,63,Mobile,Medium
696,Programming,6,131,88,9,80.89,45,86,Desktop,Low
697,Design,5,20,23,9,80.81,19,89,Tablet,Low
698,Programming,12,77,43,2,80.14,43,81,Desktop,High
699,Programming,9,132,16,9,96.54,40,64,Mobile,Low
700,Programming,13,122,1,5,89.39,14,30,Desktop,High
701,Business,12,107,12,0,42.52,43,91,Mobile,Low
702,Business,11,102,30,4,68.26,45,93,Desktop,Medium
703,Programming,9,31,92,9,63.88,21,53,Desktop,Medium
704,Design,1,136,27,5,58.61,49,65,Mobile,Medium
705,Data Science,11,143,59,10,67.08,5,100,Desktop,High
706,Design,3,179,26,7,63.05,3,51,Tablet,Low
707,AI & ML,9,34,14,10,65.94,22,94,Desktop,High
708,Business,11,94,94,8,98.76,43,24,Tablet,Medium
709,Data Science,2,64,78,10,45.32,44,82,Tablet,Low
710,Data Science,12,153,32,2,95.33,18,48,Desktop,High
711,AI & ML,4,104,19,1,68.81,44,67,Tablet,Low
712,AI & ML,4,151,41,3,77.42,30,35,Tablet,High
713,Programming,2,176,11,7,89.81,43,44,Desktop,Low
714,Business,3,165,100,10,61.63,2,91,Mobile,High
715,Business,13,128,72,7,65.83,27,48,Mobile,Medium
716,Design,3,18,22,2,64.57,2,71,Tablet,Low
717,Programming,1,159,71,3,62.48,13,65,Tablet,Medium
718,Programming,6,169,95,2,95.53,17,44,Mobile,Low
719,Programming,8,51,13,9,89.74,26,42,Tablet,Low
720,Programming,12,62,90,1,46.54,9,53,Mobile,Low
721,Business,3,83,24,3,46.49,48,86,Desktop,Low
722,Business,5,48,76,5,65.67,14,53,Tablet,Low
723,Programming,1,131,84,10,45.92,18,51,Desktop,Medium
724,Design,10,24,30,10,77.15,8,48,Mobile,Low
725,Data Science,7,166,100,4,48.62,3,28,Mobile,Medium
726,Data Science,10,132,53,2,71.34,14,85,Desktop,Low
727,Design,13,120,4,1,40.43,47,76,Tablet,Medium
728,Programming,1,140,12,8,59.0,7,58,Desktop,Medium
729,Business,12,92,27,0,80.63,48,26,Desktop,Low
730,Data Science,11,19,42,8,69.04,0,88,Tablet,High
731,AI & ML,9,101,88,0,98.7,6,27,Mobile,Medium
732,AI & ML,8,38,98,6,92.45,30,37,Desktop,Medium
733,Design,7,44,46,5,61.54,17,68,Desktop,Low
734,Programming,10,15,70,6,42.73,11,35,Mobile,Low
735,Data Science,7,149,37,2,90.74,47,40,Desktop,High
736,Programming,5,120,95,2,94.67,29,29,Mobile,High
737,Data Science,5,47,66,10,89.24,32,23,Tablet,Low
738,Design,11,86,61,0,47.68,46,63,Mobile,Low
739,Design,13,102,38,3,99.87,6,27,Mobile,Medium
740,AI & ML,5,156,36,11,55.52,27,74,Desktop,Medium
741,Programming,1,76,85,1,83.45,48,38,Mobile,High
742,AI & ML,8,145,7,9,94.48,2,83,Mobile,Low
743,Programming,12,17,80,7,54.14,42,59,Desktop,Low
744,AI & ML,11,131,51,2,94.5,5,70,Mobile,Low
745,Business,1,93,90,6,58.57,30,28,Desktop,Low
746,Business,4,141,32,6,98.58,37,49,Tablet,Low
747,Business,9,94,80,11,56.88,14,75,Mobile,High
748,Business,14,54,41,8,97.21,6,100,Tablet,Medium
749,Data Science,9,145,75,5,43.21,42,63,Mobile,High
750,Business,5,96,26,0,82.56,29,78,Mobile,Low
751,Design,4,25,7,7,71.93,26,34,Tablet,Low
752,Design,3,86,22,0,68.67,16,87,Tablet,Low
753,Data Science,3,18,63,2,53.41,17,89,Desktop,Low
754,Business,12,69,92,10,82.34,21,80,Desktop,High
755,Business,5,87,19,4,51.45,25,99,Tablet,Low
756,Business,10,86,15,7,73.17,26,42,Mobile,Low
757,AI & ML,1,80,16,8,55.19,39,96,Desktop,Low
758,Programming,5,24,79,6,97.34,23,66,Mobile,Low
759,AI & ML,6,80,18,8,41.72,7,36,Desktop,Medium
760,Programming,7,111,7,10,51.98,20,76,Desktop,Low
761,Business,12,178,37,2,54.54,28,73,Desktop,Medium
762,Business,9,31,37,4,64.84,42,71,Tablet,Medium
763,AI & ML,3,161,52,9,53.96,20,41,Mobile,Low
764,AI & ML,2,122,92,7,69.48,2,58,Tablet,Low
765,Programming,14,10,99,11,92.35,30,32,Desktop,Medium
766,Design,3,19,89,0,82.72,26,97,Tablet,Medium
767,Programming,12,119,30,7,74.8,45,85,Tablet,Low
768,AI & ML,9,122,43,6,45.34,26,71,Tablet,Low
769,AI & ML,12,59,59,0,81.64,8,33,Mobile,Low
770,Data Science,7,21,75,9,49.98,32,92,Tablet,Low
771,AI & ML,9,98,16,11,87.18,32,93,Tablet,Low
772,Data Science,13,163,78,9,55.0,25,82,Tablet,Low
773,Design,2,121,72,11,65.02,27,90,Tablet,Low
774,Programming,5,87,38,5,61.03,43,47,Tablet,Low
775,Programming,13,178,41,0,91.53,42,65,Tablet,Low
776,Data Science,4,173,47,1,47.59,30,47,Tablet,High
777,Programming,2,130,11,4,73.94,0,21,Desktop,Medium
778,AI & ML,9,32,95,1,48.52,19,36,Tablet,High
779,Business,9,143,88,9,82.29,11,78,Tablet,Low
780,Data Science,6,34,17,0,94.3,16,71,Mobile,Medium
781,Programming,11,27,78,5,66.08,14,23,Desktop,Low
782,Data Science,6,150,95,7,69.29,33,96,Tablet,Medium
783,Data Science,8,52,5,7,95.65,49,22,Mobile,Low
784,Business,6,87,42,7,71.26,15,56,Tablet,Low
785,AI & ML,1,37,34,10,69.26,3,43,Tablet,High
786,Data Science,4,155,97,5,74.7,7,91,Tablet,Medium
787,Programming,13,68,53,10,81.35,33,54,Tablet,High
788,Design,7,72,61,2,46.41,45,21,Tablet,Low
789,Data Science,13,101,68,0,89.27,24,52,Mobile,Low
790,Data Science,13,65,81,1,66.13,14,95,Tablet,Low
791,Business,2,164,15,4,44.34,27,96,Mobile,Medium
792,AI & ML,9,169,7,9,87.17,8,29,Tablet,Medium
793,Design,8,120,88,4,62.62,1,100,Mobile,High
794,Programming,8,146,95,9,46.02,16,81,Desktop,Low
795,Design,7,77,89,0,78.03,9,62,Tablet,Medium
796,Programming,4,55,85,0,92.81,8,88,Desktop,Low
797,AI & ML,2,76,30,8,93.27,30,78,Desktop,Low
798,Programming,3,163,9,1,97.46,1,28,Desktop,Medium
799,Business,12,145,55,6,92.06,23,96,Tablet,Medium
800,Business,6,15,75,9,40.13,18,79,Desktop,Low
801,Business,12,33,91,3,62.81,16,82,Mobile,Low
802,Business,12,103,69,6,89.11,42,71,Tablet,Low
803,Design,5,22,19,7,61.98,48,42,Desktop,Low
804,AI & ML,12,34,4,4,76.09,9,49,Tablet,Low
805,Programming,8,157,22,11,76.38,49,62,Desktop,Low
806,Programming,6,127,8,11,61.9,27,87,Mobile,Low
807,Business,6,91,57,0,94.27,37,40,Tablet,High
808,Business,1,120,58,3,70.19,47,62,Tablet,High
809,Data Science,4,91,92,9,67.89,27,92,Desktop,Low
810,AI & ML,5,75,79,2,99.85,49,26,Mobile,High
811,Design,12,54,53,9,69.61,49,35,Tablet,Medium
812,Programming,11,123,45,11,50.7,0,42,Desktop,Low
813,Data Science,3,72,21,4,70.78,2,77,Mobile,Low
814,Data Science,13,85,63,9,88.84,14,50,Mobile,High
815,Programming,9,123,7,9,86.61,9,88,Mobile,Medium
816,Design,1,120,19,5,87.31,20,25,Mobile,High
817,Data Science,6,156,50,1,82.48,36,84,Tablet,High
818,Data Science,6,44,77,6,55.25,14,78,Tablet,Low
819,AI & ML,10,62,38,2,91.73,22,47,Mobile,Low
820,Design,5,35,36,0,93.61,13,37,Desktop,Low
821,Data Science,12,23,49,9,51.65,14,96,Desktop,Low
822,Design,5,127,33,2,47.83,9,29,Mobile,Low
823,Programming,10,54,74,8,98.54,8,26,Mobile,Low
824,Business,14,60,32,9,92.1,43,56,Desktop,Low
825,Data Science,13,128,30,10,93.59,38,64,Mobile,Low
826,AI & ML,5,160,53,10,93.18,4,35,Mobile,Low
827,Programming,6,28,43,5,72.5,24,33,Tablet,Low
828,Design,8,91,33,10,78.78,41,30,Tablet,Low
829,Programming,2,85,70,5,72.72,25,53,Mobile,Low
830,Data Science,6,101,61,3,43.07,7,79,Mobile,Medium
831,Design,1,42,22,7,84.73,21,32,Tablet,High
832,Business,4,156,45,4,70.32,24,58,Mobile,Low
833,Programming,14,37,55,6,78.86,47,63,Tablet,Low
834,Data Science,10,132,6,8,70.16,11,47,Tablet,High
835,AI & ML,3,135,88,4,69.51,8,59,Desktop,Medium
836,Design,9,46,60,10,50.31,9,35,Tablet,Medium
837,Programming,3,163,2,4,56.72,47,69,Desktop,Low
838,Programming,6,108,37,3,49.53,9,47,Desktop,High
839,Business,1,107,83,5,51.74,8,87,Tablet,High
840,Business,12,136,33,1,98.38,25,79,Mobile,Medium
841,AI & ML,6,177,43,2,49.19,34,31,Tablet,Low
842,AI & ML,4,89,29,0,56.16,26,35,Desktop,High
843,Data Science,8,47,16,1,75.44,30,72,Tablet,Medium
844,Data Science,13,86,58,1,76.61,18,73,Tablet,Medium
845,AI & ML,11,135,9,7,49.24,42,68,Desktop,Low
846,AI & ML,9,96,98,7,87.62,37,55,Tablet,Medium
847,Design,4,63,83,1,87.11,5,81,Tablet,Low
848,Business,10,159,17,5,54.24,14,45,Desktop,Low
849,Data Science,12,25,44,4,57.32,28,75,Mobile,Medium
850,Business,10,37,90,2,96.28,46,41,Desktop,Low
851,Business,6,172,58,4,89.54,44,92,Desktop,Medium
852,AI & ML,1,55,61,4,81.87,4,88,Tablet,Medium
853,Design,4,81,58,4,44.93,13,100,Desktop,Low
854,Programming,7,94,48,2,65.1,1,68,Tablet,Medium
855,Design,12,35,99,2,73.56,22,21,Tablet,High
856,Design,1,94,62,3,51.24,43,72,Tablet,Low
857,Business,8,162,86,6,66.89,45,26,Desktop,Medium
858,Design,12,74,31,11,76.06,18,96,Desktop,Low
859,Data Science,10,143,9,11,59.64,23,39,Tablet,Low
860,Business,12,160,10,11,86.86,19,49,Mobile,Low
861,Data Science,11,124,69,1,90.43,46,94,Mobile,Low
862,Programming,6,73,61,9,59.42,26,86,Desktop,Low
863,Business,5,96,46,3,90.32,23,78,Tablet,High
864,Programming,10,116,33,3,46.21,16,85,Tablet,Medium
865,Business,11,160,99,0,90.26,24,22,Desktop,Medium
866,AI & ML,14,105,100,9,49.17,45,75,Mobile,Low
867,Design,9,167,16,7,44.98,30,98,Desktop,Medium
868,AI & ML,2,86,53,0,78.51,27,36,Desktop,Low
869,Programming,5,155,75,7,68.32,49,71,Tablet,Low
870,Design,6,96,84,6,94.47,27,26,Desktop,Low
871,Business,7,158,39,8,61.79,21,24,Mobile,Low
872,Design,5,66,18,7,57.23,4,73,Desktop,Low
873,Data Science,9,112,66,4,70.04,43,80,Tablet,Medium
874,Design,1,160,81,7,67.36,41,35,Mobile,High
875,Data Science,7,100,52,10,60.67,7,86,Tablet,Low
876,Design,10,54,63,9,81.62,37,78,Desktop,Low
877,Data Science,7,97,82,11,85.57,27,66,Desktop,Low
878,Programming,4,124,46,11,91.18,46,67,Desktop,High
879,AI & ML,9,56,5,2,98.37,11,83,Tablet,High
880,Business,14,177,15,9,56.0,24,69,Desktop,Medium
881,Design,12,179,71,6,82.97,37,60,Mobile,High
882,AI & ML,11,144,17,11,63.66,43,91,Mobile,Low
883,Business,5,59,51,3,80.62,14,41,Tablet,High
884,Business,4,93,47,4,68.56,43,73,Tablet,Low
885,Data Science,13,100,42,8,99.63,40,24,Tablet,Low
886,Programming,7,143,38,6,83.73,33,36,Desktop,Medium
887,Programming,4,100,48,3,97.15,44,97,Mobile,Low
888,AI & ML,3,146,11,5,90.1,12,60,Mobile,Medium
889,Programming,9,118,9,9,94.17,7,100,Mobile,Low
890,Design,11,66,70,10,88.87,12,54,Tablet,Medium
891,Programming,8,40,54,6,67.55,35,59,Tablet,Low
892,AI & ML,1,30,0,9,55.11,5,41,Desktop,Low
893,Programming,7,99,48,8,62.22,37,67,Tablet,High
894,Design,9,49,35,3,41.21,31,72,Mobile,High
895,Data Science,8,121,20,9,71.44,20,29,Desktop,High
896,AI & ML,8,54,36,2,70.3,43,37,Tablet,Medium
897,Data Science,13,86,23,7,71.52,43,99,Tablet,Medium
898,Data Science,6,96,54,0,98.44,48,68,Mobile,Medium
899,Data Science,11,157,24,8,94.69,6,90,Desktop,Low
900,Business,4,110,6,0,49.7,25,49,Tablet,Low
901,Business,8,126,80,1,62.13,14,38,Tablet,Low
902,Data Science,3,101,92,7,65.44,48,74,Desktop,High
903,AI & ML,13,154,93,8,61.63,41,79,Desktop,Low
904,Design,9,37,70,6,87.91,22,91,Tablet,High
905,Design,13,178,96,2,71.44,37,100,Tablet,Medium
906,Programming,2,34,70,6,74.33,40,40,Mobile,Medium
907,AI & ML,2,67,23,5,91.18,14,45,Desktop,Low
908,Business,12,50,10,1,88.36,47,47,Tablet,Low
909,Data Science,13,143,72,2,47.93,39,58,Tablet,High
910,Programming,12,84,11,10,82.83,15,52,Tablet,Low
911,Design,7,47,34,11,66.13,31,59,Tablet,Low
912,Business,12,143,62,9,57.68,36,48,Mobile,Low
913,Business,10,84,67,9,43.0,17,39,Desktop,Low
914,Data Science,4,151,99,11,69.23,19,39,Tablet,Low
915,Design,10,75,91,4,61.33,45,93,Desktop,Medium
